36,70458,205326,2417
23,43508,259532,2930
31,84115,258665,2878
43,56087,707235,4236
53,68037,752659,1470
65,46133,500890,4891
54,43108,431885,4404
40,33400,776218,4309
26,40191,532618,1566
60,137383,174326,4405
37,127172,169031,2019
52,36035,120501,1253
38,120758,96567,2693
33,44649,762643,4476
39,114442,156336,1791
33,131431,498727,3192
41,105486,666559,2045
35,112083,617401,4891
69,146308,765243,2051
31,124290,183985,1734
26,30033,515257,1545
47,116455,847690,3292
56,115533,398378,3641
29,54080,425401,4353
57,101462,893997,3081
26,52502,308829,3769
41,69778,785886,1165
33,68017,610814,2171
37,145073,187126,4827
26,88553,344340,1543
65,30781,481228,4663
44,149079,203000,2217
31,104871,519897,1836
42,56890,171530,2623
42,69735,158865,1469
21,73324,992311,1845
27,27476,161711,677
47,33237,307713,759
31,27704,401602,1630
68,83419,580662,2695
25,131321,134486,3616
32,52422,876588,3193
62,39485,955796,4469
37,50076,583796,2617
38,57138,917569,4032
57,66294,394033,3630
52,125497,269523,1361
22,136205,584590,1164
68,25132,761209,3206
26,63805,391443,745
36,55161,76175,1286
55,39894,197364,3646
42,124668,414722,558
23,27400,608984,2271
24,129047,84594,4422
69,102492,883285,2609
25,37840,542798,3483
27,69443,578096,3428
70,81326,893277,4666
51,58306,906931,3645
61,41197,250125,1130
19,145667,454620,1167
45,38959,301848,4812
39,147408,222034,3744
33,53900,300831,3468
32,67083,642541,699
45,123834,299603,3533
56,27171,761882,1126
20,110659,190470,4968
63,144713,756454,1075
25,87943,723883,722
53,57352,476816,1486
35,30312,825924,821
37,53373,760600,3674
66,107759,973352,2755
26,27853,632418,2969
35,67498,599225,4346
35,40874,300777,2985
53,111563,510979,624
20,47455,166261,4364
26,34705,943244,1681
35,111095,492113,3549
46,33344,427857,1534
64,134646,376720,3555
69,52370,742855,2987
42,86336,479947,2194
47,70242,620134,4197
45,26722,761227,3053
31,106458,579140,1729
32,119963,275026,680
66,137444,403662,3474
59,121653,299313,1228
26,53270,868017,4314
36,96311,698303,2616
56,70151,256806,4089
23,81039,748027,1649
69,39113,196610,4581
31,104402,473492,761
27,63472,243465,1884
61,35393,137433,4898
43,25612,309142,4541
20,125728,329324,3983
66,123145,320009,4357
35,24951,761022,1695
28,57254,192211,3445
55,63098,200135,3565
70,44873,718953,2503
34,53413,643230,4158
36,127857,735188,1130
19,44504,795079,4507
69,53850,659529,4143
46,121563,448966,3641
68,54747,396190,4370
28,132291,424044,1726
36,81691,422864,3569
24,68713,476347,4964
45,49387,407908,4281
70,119272,203820,2679
23,82127,843847,1938
31,35225,700784,4492
39,55172,703619,1729
58,103805,346277,3841
43,79131,330146,3817
57,60656,491185,2790
68,123472,68961,1658
55,132944,960315,3468
39,123460,807242,1668
48,43199,588379,4601
20,31894,576116,4363
20,51422,796174,1217
67,78575,916755,3673
40,87389,173204,537
53,101151,954661,4764
57,98213,321442,4948
33,92948,455212,2672
31,32606,552890,2869
55,123220,239738,2977
47,79304,164293,3690
27,55873,154938,3352
57,120883,616398,3819
35,27496,357567,3479
63,121338,353245,3212
57,112332,191533,2549
33,82642,897805,1836
25,38093,348823,2858
42,135362,628461,2787
56,92166,381132,3550
63,90728,275510,2735
41,144262,419366,2352
33,54241,608995,3531
28,34056,346832,3021
57,23719,875792,2621
32,82355,475349,4556
64,53526,807846,4259
52,35773,460038,1204
35,116951,592301,3164
55,111104,857768,2997
33,117255,140709,4546
70,134669,362640,3435
40,38400,457246,4477
33,55732,340559,2240
42,106222,279712,3148
53,57194,779234,4664
66,71342,303387,2450
36,109248,394279,3306
70,35644,786784,4896
26,40472,439656,4678
68,146321,278563,3600
56,99923,785533,1819
35,113173,674384,740
68,123127,325103,3100
36,89028,180666,1449
45,25490,430467,729
40,51831,246819,4013
55,112822,729239,3481
23,23146,651207,4559
19,72346,276977,4316
38,119776,133041,1546
68,64316,204714,2575
35,137948,735336,4217
68,146831,878436,3596
39,92375,78929,2391
48,104542,985321,1226
68,61121,268814,3811
37,35763,958963,3004
49,87809,63335,4407
47,69085,297310,4651
30,136901,161763,610
69,137606,781051,4658
50,106968,155103,1122
40,120134,556582,4931
25,45054,201909,4391
25,33125,497477,1884
63,57223,749789,2122
27,91460,598868,2573
42,118914,842428,3599
39,91909,886199,1376
51,22722,303947,1213
61,83360,361583,3085
55,35484,165483,3875
23,38200,315087,1792
69,58214,801811,3893
61,148493,468187,4939
24,116748,767630,2052
42,24115,777960,3599
37,62005,482699,1978
24,33044,118771,4442
48,146303,516851,1745
63,138182,678669,4656
47,96933,587982,3076
66,114567,763277,4482
45,62086,373007,2085
32,38168,822107,3223
37,122754,190558,2874
31,53363,771520,4571
69,88245,915380,3596
70,33108,960968,3001
67,27582,306346,1595
41,41375,527675,1721
58,66206,647924,3161
68,144064,801913,4435
58,58840,147959,3598
38,142641,312897,748
26,121092,856405,1535
65,129722,546643,3949
68,123118,713147,4378
28,79372,945225,2945
34,55765,897023,4562
43,69845,961696,4410
24,55117,781023,2075
55,48757,275634,1158
56,71566,745206,4479
70,108353,771804,2111
34,61673,616273,1052
23,124131,555751,2911
39,109686,558253,2911
35,117108,788510,4219
21,136941,202557,4576
69,39101,715436,4453
63,51760,166351,3020
58,84346,103137,2665
55,106320,516629,3085
49,135276,638980,793
31,95221,612420,3466
68,39922,659081,3382
49,144602,221944,2428
38,119947,355693,3048
39,120448,967668,4439
40,106079,391969,2209
56,78885,867882,1719
66,34060,129128,4629
41,99897,968826,4188
65,59085,598713,3434
67,106737,247261,2484
37,117561,868921,3089
30,126336,332233,3804
38,91063,793293,709
54,83751,752893,752
39,51000,517206,3680
42,64527,236437,4642
57,69224,529366,4083
69,117853,641811,3679
69,76092,210497,2063
32,67178,749985,1191
37,105429,659312,801
43,38693,304798,1811
30,119480,773626,2536
70,109259,289918,4487
34,120772,136582,1787
51,122379,725224,4062
52,144973,428277,908
70,122735,76793,2689
28,23455,786071,1318
25,146025,602019,4044
20,31646,768832,2943
42,92540,174343,3585
54,135332,894862,4309
42,46268,97171,3493
29,110175,187535,734
65,93009,269974,2871
51,41433,52108,4428
41,89879,996421,4418
35,40588,906131,4561
26,89386,826784,3251
63,55266,728318,2695
61,123588,134039,4494
35,142385,459816,4528
52,131206,94040,1971
39,75599,531050,3343
34,52411,483546,4130
43,133689,183237,3013
40,43810,181204,1047
52,138595,667977,4748
68,75266,79195,3916
45,104800,942594,3618
40,124259,973288,3931
41,91211,821676,1289
32,61263,640434,4824
48,121737,870225,4422
69,23677,636107,4395
40,52903,693672,1554
48,119523,478332,680
59,148492,128262,1135
70,111165,258191,2542
45,63765,286763,3552
69,61498,135299,3455
28,54257,451481,2380
64,114643,765917,4478
46,116956,559925,3645
31,82620,935395,2713
43,148182,941391,3109
26,75667,844422,4498
63,137160,973123,3429
40,38625,384877,4396
21,141568,751795,2224
48,97240,273979,4229
37,33752,198706,623
20,42492,414085,1678
69,68136,886840,4316
36,59022,964544,686
61,37695,645250,4625
63,42476,208691,4469
62,56730,598630,2718
36,129572,293933,3036
69,39964,211315,3094
55,141338,573475,1164
42,79753,310073,918
21,28307,540438,1841
63,66992,685052,3143
62,89142,157875,2842
55,58584,345408,4747
64,117618,886287,4361
52,36562,523441,1933
63,56281,467758,4467
68,140318,162748,4497
40,22982,241239,1521
69,89985,246392,3997
31,133268,958335,2947
55,36194,207624,3038
33,44589,330659,1439
60,144083,545825,1724
46,147353,677040,3915
46,39658,213086,4174
27,51357,468075,4070
25,71501,864431,1439
48,95165,770355,2606
66,135353,86390,4136
53,110375,175385,3005
58,49025,483575,1239
53,24591,511846,1829
27,146905,166861,4422
64,44393,308237,3469
44,25807,873311,4426
50,133891,800340,4801
31,49314,299829,2943
54,111763,162575,3444
60,144701,162896,3518
51,52664,861642,2205
68,63989,135285,4462
48,90655,501268,1336
20,102631,386625,3422
47,110675,205904,4473
31,133497,294971,2179
53,106454,593022,4527
31,33993,954969,1758
25,129927,664347,4230
54,84497,380570,2032
30,44556,742261,739
52,145680,373357,1132
58,69187,606246,4021
53,24319,79033,1291
38,57658,950983,1511
55,81152,204199,642
29,86026,806509,1421
36,73239,188566,2742
23,35815,436356,3369
35,48302,225808,4374
37,113068,871153,4495
53,24126,149631,1567
37,123132,94270,563
44,146158,739936,4414
63,25536,955030,1189
45,48818,877768,1735
54,143695,495530,3603
56,113160,755250,4048
32,29689,156947,3632
48,84434,179581,4456
28,49189,872197,2483
28,61953,297518,3712
42,141096,226973,1903
36,90768,586875,4458
32,134582,368345,4605
43,53036,774793,4873
24,79196,541259,1706
67,105127,108271,4016
35,117916,337331,2998
50,77002,388505,2744
44,88540,918228,662
22,114321,425471,1729
26,77009,264332,4568
29,119581,418919,3933
53,100939,825763,3242
64,104359,504977,1724
36,125704,800126,3456
26,85723,206201,4360
68,84178,373016,1323
47,25296,369382,3323
54,147171,736807,4853
33,90923,219667,4535
52,131898,213347,3421
20,57296,400167,3282
69,49581,683745,1501
37,141718,602935,3037
30,81440,556577,4648
59,100592,178616,3686
35,53108,415207,1227
62,88037,976456,1567
41,111690,622579,4504
57,127738,973433,927
35,26062,429882,4688
67,52618,332192,4342
32,146039,565658,4666
21,88790,621653,3901
63,57728,98277,3599
45,47075,876631,1281
41,68616,747669,1257
40,49562,642181,3512
33,35209,690745,2615
43,72704,366463,4623
45,100985,832519,4460
26,101287,966482,3456
35,23482,781621,4200
25,138240,381253,1162
68,88357,476416,3230
23,102470,599468,627
61,36984,84088,4360
68,72723,860192,4392
41,116145,715569,4740
26,133831,859156,1265
43,116449,464347,4856
63,147321,619195,4549
19,68296,125475,2913
39,127476,600353,1776
68,122197,199231,3481
19,67431,395783,2450
21,107854,756183,3957
39,69922,271617,2204
20,101282,584349,3611
56,111672,936556,4531
57,34632,273738,2239
45,50574,842374,1771
60,55219,622086,3442
63,49642,320186,1179
19,73259,783560,3640
24,100948,290141,3636
20,86764,294137,1890
34,60674,560849,4679
20,124194,284195,3622
47,75756,114727,1166
54,31939,156426,3753
64,89550,578139,3140
26,122107,163559,3559
43,113059,428745,4509
54,33883,647412,1280
70,65442,359990,1383
43,25661,167707,4485
31,49321,190037,3600
64,126541,550072,4898
33,32062,91970,789
25,65277,431858,1567
56,56131,455088,1163
43,119175,262300,736
20,97030,482701,4342
68,129768,206438,4302
27,59334,504564,4125
42,115025,514133,4589
24,45810,64937,1764
26,116329,506472,1201
64,31070,393586,1184
41,42738,305541,4552
61,105989,242143,4556
56,55316,292285,3554
36,145192,700457,1084
48,137945,312518,2870
25,71459,563639,3964
69,36153,598002,4537
63,33817,457424,3856
54,44435,889561,4466
54,46546,207546,2670
61,149099,170282,1922
32,32302,513530,1211
38,98977,952680,4526
40,106460,777805,3495
20,137932,175546,702
20,66736,954794,4378
68,115904,150145,1118
69,98168,94050,2057
64,100037,823117,2079
34,67902,441324,3294
40,84231,1000000,4609
30,72910,152171,649
70,88030,514454,3420
25,68059,531614,1595
25,142368,65210,4821
25,66749,186589,670
51,115158,306509,4200
35,107072,847084,3350
69,69693,84581,4780
56,106205,385661,4118
54,121558,159664,4376
46,108672,327395,783
40,134173,625613,2810
56,123095,429228,2999
36,41419,182804,1612
51,114879,953632,1153
26,74010,557498,1832
22,38621,532452,4465
29,107982,748819,1512
56,114425,357200,4102
52,42870,764388,4510
33,106283,501694,1244
25,111441,483479,3559
37,91593,196573,775
63,115366,119481,4145
30,145871,598990,1117
53,115670,51327,4634
32,92855,264604,2645
51,122764,394334,3966
19,70023,369690,3523
54,73699,175553,3344
25,31676,102485,3468
47,84284,642122,1680
38,54931,494519,3371
39,121380,609055,1054
37,49563,95921,2960
22,145558,274177,716
24,99734,330432,1681
38,127761,634402,869
37,86059,917754,4473
56,93626,405122,2604
49,39344,305182,2654
54,78382,614867,3360
33,134182,558656,3297
54,114924,843416,1089
31,78327,207614,2864
39,109580,496522,4676
26,96829,112008,2855
45,81157,692771,2873
32,34684,775671,4370
23,34821,493796,2706
57,121279,646687,1306
56,146908,518309,2606
45,109161,517400,2311
62,61488,95268,4838
19,25715,398312,1880
58,81266,303821,1695
54,58070,274229,2219
32,95711,597289,4613
69,92408,248502,4419
47,67399,199792,3477
36,35158,154165,1322
67,109172,400676,3242
37,84485,397691,2829
43,30379,445572,998
20,85291,838196,4058
39,62394,730015,3338
68,99099,176920,3007
33,145344,445569,4586
41,143563,863459,2861
19,25961,362684,3300
30,115010,705506,4681
65,131779,316458,4460
55,114726,82083,906
57,95718,681366,2810
69,119484,902443,4577
53,51777,720784,952
38,25836,416051,2646
61,100289,862268,1222
55,99747,303354,3599
34,38885,295998,1387
51,124742,297569,2931
38,119286,624351,4518
31,22893,780456,2278
50,114956,880270,1419
49,59061,887930,2820
56,145258,610902,3923
70,45484,660436,2360
47,40112,111816,4450
69,96148,859082,1816
53,134654,312001,2189
65,83428,357656,3666
44,56830,952636,1759
33,140456,637176,4393
68,84481,418037,2390
27,83411,202402,3603
43,74543,254957,4720
64,67062,176846,4891
38,63417,362964,3626
25,36451,414946,3061
30,132271,466238,3298
34,70733,177804,4846
55,36031,541584,4527
50,57510,964063,4635
32,112154,535264,587
70,115893,971797,4338
44,70129,947972,866
25,26882,389839,4205
42,28340,595530,1028
33,145099,155934,1695
54,123810,970510,3045
26,146005,207336,3309
64,26635,182230,4399
33,48412,300663,1250
60,75624,238901,728
23,137118,777149,3261
51,46189,520948,3657
43,71757,128733,722
56,81176,296551,909
43,132593,137382,3296
46,55206,299225,4120
61,75863,590365,1892
65,33756,226218,4651
57,27683,411250,3234
37,26094,817843,1587
38,120909,639403,1698
70,119339,391216,4012
34,144662,464935,1114
65,68860,820097,4947
37,69872,394800,4545
44,37458,208518,3743
44,29173,694140,4604
35,25763,763381,1713
48,42467,966978,4400
40,47408,202199,3742
34,73638,794771,4848
69,69349,507020,2131
41,74952,193745,1287
22,51026,857157,3213
37,83728,769340,1709
42,110857,154793,4700
46,60507,266050,3533
24,28151,637174,2601
61,57538,143625,1516
61,97543,968993,2239
67,70945,602748,720
34,40661,565308,4448
23,62974,336150,2459
20,32506,643086,4600
19,36691,749005,2809
24,61210,355219,3068
47,47708,127178,2255
39,56990,256779,749
56,82527,282876,2323
67,81478,381794,1625
65,73018,268570,1419
63,69187,74469,741
45,40946,515660,4306
70,90993,274309,1541
22,55452,603421,3697
23,24322,740460,2952
57,145267,236893,1426
23,116985,675808,1703
25,127092,711023,4592
37,65139,788075,4521
55,83120,942321,1234
48,30010,749658,3872
31,133868,753918,4346
41,40241,113244,2234
41,52857,340508,3526
38,39032,179642,638
53,39532,938849,1640
25,85973,987879,4395
42,91088,682493,1599
61,90966,632176,4711
54,116914,489727,4507
68,48377,807974,2411
29,22757,549548,1699
48,77851,573783,4531
63,25151,263921,4176
65,26403,434708,1759
30,33299,616767,4906
68,48290,206884,4690
36,35133,114151,3414
50,51956,473564,4559
69,92071,516282,4088
37,118036,165091,3497
45,116520,456701,1139
41,89623,171827,3715
41,38761,554870,3931
36,134310,740045,799
39,37667,629433,4679
43,148060,964287,3537
70,109573,579879,2679
70,99451,513200,875
64,115587,272474,1753
57,34542,524773,2334
50,26697,63122,2087
68,80598,654104,1261
68,80408,760989,2696
24,60448,425668,1058
26,119321,79574,763
57,34689,821488,987
51,94240,877000,4931
23,39678,944887,3391
35,47847,637277,571
61,80084,791523,2722
37,123077,223063,2639
45,97456,738394,3955
58,36953,971258,3568
25,113822,195187,4335
36,31727,139851,4851
62,91488,748250,2192
68,115837,539547,3954
33,94471,403027,3733
67,52886,230800,2238
48,66954,748220,3355
38,54989,897304,4022
42,105067,476270,1175
30,118549,189083,3104
49,26603,166947,4104
54,50139,957218,3088
64,147866,591466,4360
49,127700,461964,3796
67,35905,160327,4827
37,143041,563842,1841
64,42322,189579,4143
61,56037,887028,1478
63,106644,995718,4591
32,132860,462770,2152
34,48731,181182,3058
64,124371,761973,3306
29,83715,779556,2502
23,83859,251285,3219
48,122759,378154,1193
36,77939,570507,4504
56,114576,834847,4868
53,24685,975267,3841
24,38404,477384,1751
37,72749,342209,4159
26,73926,767436,1584
30,69103,114107,3891
57,27706,387328,1263
58,119912,166317,1863
22,128927,381716,3417
63,95830,640477,4473
31,40499,323313,1585
35,56502,968853,3452
24,24970,985420,1282
28,33679,242275,4016
51,31183,463099,4364
39,106966,396585,2628
26,121559,416333,4374
70,83933,545777,4296
37,35231,584108,2164
58,121029,960102,2069
27,60046,506720,2676
48,97615,943097,1048
62,32353,823310,4676
50,112783,70502,3564
61,101732,802325,4252
54,134597,591078,2480
51,91308,161835,3209
39,139137,359871,4464
56,140794,438656,3881
67,144555,643295,3398
68,68484,289372,4349
37,35927,370212,1053
21,67736,187891,4124
55,116604,391258,2246
22,52691,231186,3652
31,84015,204551,753
21,48293,524906,1340
33,144659,765454,1790
53,38543,502299,3891
34,71741,182455,3358
37,49021,955429,611
21,69462,358690,4504
64,134266,883120,1731
66,52269,192175,3770
37,115177,181932,3954
66,51118,967932,3679
69,44013,359416,1338
26,35520,463068,1123
29,137189,778330,3302
68,58603,443674,4356
41,34748,131386,4768
39,115880,443801,641
28,65331,321572,4404
44,69618,269613,4594
62,105549,233576,3616
39,115885,325783,2267
41,71058,281294,1811
47,40095,194374,4501
57,24620,424457,1706
31,67717,783488,4270
42,120140,54276,3257
65,121586,319786,4382
25,24816,470834,2057
37,145000,648906,3073
29,90927,477886,3420
31,42799,186612,3117
21,39247,195011,1604
61,117109,946241,4535
70,86286,110613,2382
41,28910,512718,4305
36,75338,486576,1445
69,55044,416092,2597
44,46406,125293,3674
25,130729,200523,4506
56,111759,235819,1710
31,108198,184220,4870
67,95004,634695,1490
50,118624,784439,1092
56,110862,784653,1905
